1,3,"And, behold, they of the circumcision were required to have their wives circumcised: and that they should keep the law of Moses."
1,8,"But ye shall receive power, after that the Holy Ghost is come upon you: and ye shall be witnesses unto me both in Jerusalem, and in all Judaea, and in Samaria, and unto the uttermost part of the earth."
2,21,"And it shall come to pass, that whosoever shall call on the name of the Lord shall be saved."
2,38,"Then Peter said unto them, Repent, and be baptized every one of you in the name of Jesus Christ for the remission of sins, and ye shall receive the gift of the Holy Ghost."
3,6,"Then Peter said, Silver and gold have I none; but such as I have give I thee: In the name of Jesus Christ of Nazareth rise up and walk."
4,12,"Neither is there salvation in any other: for there is none other name under heaven given among men, whereby we must be saved."
5,29,"Then Peter and the other apostles answered and said, We ought to obey God rather than men."
5,42,"And daily in the temple, and in every house, they ceased not to teach and preach Jesus Christ."
6,4,"But we will give ourselves continually to prayer, and to the ministry of the word."
7,55,"But he, being full of the Holy Ghost, looked up stedfastly into heaven, and saw the glory of God, and Jesus standing on the right hand of God,"
8,35,"Then Philip opened his mouth, and began at the same scripture, and preached unto him Jesus."
9,31,"Then had the churches rest throughout all Judaea and Galilee and Samaria, and were edified; and walking in the fear of the Lord, and in the comfort of the Holy Ghost, were multiplied."
10,38,"How God anointed Jesus of Nazareth with the Holy Ghost and with power: who went about doing good, and healing all that were oppressed of the devil; for God was with him."
11,24,"And the hand of the Lord was with them: and a great number believed, and turned unto the Lord."
12,24,"But the word of God grew and multiplied."
13,2,"As they ministered to the Lord, and fasted, the Holy Ghost said, Separate me Barnabas and Saul for the work whereunto I have called them."
14,15,"And saying, Sirs, why do ye these things? We also are men of like passions with you, and preach unto you that ye should turn from these vanities unto the living God, which made heaven, and earth, and the sea, and all things that are therein:"
15,9,"And put no difference between us and them, purifying their hearts by faith."
16,14,"And a certain woman named Lydia, a seller of purple, of the city of Thyatira, which worshipped God, heard us: whose heart the Lord opened, that she attended unto the things which were spoken of Paul."
17,27,"That they should seek the Lord, if haply they might feel after him, and find him, though he be not far from every one of us:"
18,9,"Then spake the Lord to Paul in the night by a vision, Be not afraid, but speak, and hold not thy peace:"
19,4,"Then said Paul, John verily baptized with the baptism of repentance, saying unto the people, that they should believe on him which should come after him, that is, on Christ Jesus."
20,24,"But none of these things move me, neither count I my life dear unto myself, so that I might finish my course with joy, and the ministry, which I have received of the Lord Jesus, to testify the gospel of the grace of God."
21,14,"And when he would not be persuaded, we ceased, saying, The will of the Lord be done."
22,14,"And here he hath authority from the chief priests to bind all that call on thy name."
23,11,"And the night following the Lord stood by him, and said, Be of good cheer, Paul: for as thou hast testified of me in Jerusalem, so must thou bear witness also at Rome."
24,16,"And herein do I exercise myself, to have always a conscience void to offence toward God, and toward men."
26,18,"To open their eyes, and to turn them from darkness to light, and from the power of Satan unto God, that they may receive forgiveness of sins, and inheritance among them which are sanctified by faith that is in me."
27,25,"Wherefore, sirs, be of good cheer: for I believe God, that he will do those things which he hath shewed me by anangel."
28,31,"Preaching the kingdom of God, and teaching those things which concern the Lord Jesus Christ, with all confidence, no man forbidding him."
