1,3,"For, lo, I will send a fire upon Judah, and it shall devour the palaces of Jerusalem."
1,6,"Thus saith the LORD; For three transgressions of Gaza, and for four, I will not turn away the punishment thereof; because they carried away captive the whole captivity, to deliver them up to Edom:"
2,4,"Thus saith the LORD; For three transgressions of Judah, and for four, I will not turn away the punishment thereof; because they have despised the law of the LORD, and have not kept his commandments, and their lies caused them to err, after the which their fathers have walked:"
3,3,"Can two walk together, except they be agreed?"
4,12,"Therefore thus will I do unto thee, O Israel: and because I will do this unto thee, prepare to meet thy God, O Israel."
5,14,"Seek good, and not evil, that ye may live: and so the LORD, the God of hosts, shall be with you, as ye have spoken."
6,3,"Ye that put far away the evil day, and cause the seat of violence to come near;"
7,3,"The LORD repented for this: It shall not be, saith the LORD."
8,5,"Hearing the words of the LORD, ye that tremble at his word, Your brethren that hated you, that cast you out for my name's sake, said, Let the LORD be glorified: but he shall appear to your joy; and they shall be ashamed."
9,15,"And I will plant them upon their land, and they shall no more be pulled up out of their land which I have given them, saith the LORD thy God."
