Here are the 30 daily verses from the book of Isaiah in CSV format:

1,2,"Behold, God is my salvation; I will trust, and not be afraid: for the Lord JEHOVAH is my strength and my song; he also is become my salvation."
2,3,"For with the judgment of the innocent and righteous men the Lord is well pleased: and with the doing of the thing which is right in his sight, he doth delight."
3,3,"Call unto me, and I will answer thee, and show thee great and mighty things, which thou knowest not."
4,1,"But the word of the Lord was unto them precept upon precept, precept upon precept; line upon line, line upon line; here a little, and there a little; that they might go, and fall backward, and be broken, and snared, and taken."
5,16,"But the Lord of hosts shall be exalted in judgment, and God that is holy shall be sanctified in righteousness."
6,3,"And one cried unto another, and said, Holy, holy, holy, is the Lord of hosts: the whole earth is full of his glory."
7,9,"And the head of Ephraim is Samaria, and the head of Samaria is Remaliah's son. If ye will not believe, surely ye shall not be established."
8,13,"Sanctify the Lord of hosts himself; and let him be your fear, and let him be your dread."
9,2,"The people that walked in darkness have seen a great light: they that dwell in the land of the shadow of death, upon them hath the light shined."
10,17,"And the light of Israel shall be for a fire, and his Holy One for a flame: and it shall devour the glory of his forest, and of his fruitful field, both soul and body: and they shall be as when a standardbearer fainteth."
11,9,"They shall not hurt nor destroy in all my holy mountain: for the earth shall be full of the knowledge of the Lord, as the waters cover the sea."
12,2,"Behold, God is my salvation; I will trust, and not be afraid: for the Lord JEHOVAH is my strength and my song; he also is become my salvation."
13,13,"Therefore I will shake the heavens, and the earth shall remove out of her place, in the wrath of the Lord of hosts, and in the day of his fierce anger."
14,24,"The Lord of hosts hath sworn, saying, Surely as I have thought, so shall it come to pass; and as I have purposed, so shall it stand:"
15,9,"Behold, the day of the Lord cometh, cruel both with wrath and fierce anger, to lay the land desolate: and he shall destroy the sinners thereof out of it."
16,5,"And in mercy shall the throne be established: and he shall sit upon it in truth in the tabernacle of David, judging, and seeking judgment, and hasting righteousness."
17,7,"At that day shall a man look to his Maker, and his eyes shall have respect to the Holy One of Israel."
18,3,"All ye inhabitants of the world, and dwellers on the earth, see ye, when he lifteth up an ensign on the mountains; and when he bloweth a trumpet, hear ye."
19,18,"In that day shall five cities in the land of Egypt speak the language of Canaan, and swear to the Lord of hosts: one shall be called, The city of destruction."
20,5,"And they shall be afraid and ashamed of Ethiopia their expectation, and of Egypt their glory."
21,11,"Watchman, what of the night? Watchman, what of the night?"
22,2,"And thou shalt be brought down, and shalt speak out of the ground, and thy speech shall be low out of the dust, and thy voice shall be, of one that hath a familiar spirit, out of the ground, and thy speech shall whisper out of the dust."
23,9,"The Lord of hosts hath purposed it, to stain the pride of all glory, and to bring into contempt all the honourable of the earth."
24,23,"Then the moon shall be confounded, and the sun ashamed, when the Lord of hosts shall reign in mount Zion, and in Jerusalem, and before his ancients gloriously."
25,4,"For thou hast been a strength to the poor, a strength to the needy in his distress, a refuge from the storm, a shadow from the heat, when the blast of the terrible ones is as a storm against the wall."
26,4,"Trust ye in the Lord for ever: for in the Lord JEHOVAH is everlasting strength:"
27,3,"I the Lord do keep it; I will water it every moment: lest any hurt it, I will keep it night and day."
28,10,"For precept must be upon precept, precept upon precept; line upon line, line upon line; here a little, and there a little:"
29,18,"And in that day shall the deaf hear the words of the book, and the eyes of the blind shall see out of obscurity, and out of darkness."
30,21,"And thine ears shall hear a word behind thee, saying, This is the way, walk ye in it, when ye turn to the right hand, and when ye turn to the left."
31,1,"Woe to them that go down to Egypt for help; and stay on horses, and trust in chariots, because they are many; and in horsemen, because they are very strong; but they look not unto the Holy One of Israel, neither seek the Lord!"
